2.616986298745038395e-02,2.424512766508588046e-02,5.159263755384019268e-02,4.343027478122695600e-02,3.636298619852557784e-02,7.662425659883860540e-02,6.215933802725398527e-02,5.039876422226799435e-02,4.083369821942429978e-02,1.018259856841545047e-01,8.078096444988319691e-02,6.418589328623258705e-02,5.106198762676359554e-02,4.065830129807931209e-02,-2.268386329523853009e-02,6.465132593482215799e-03,1.347484562541955699e-01,3.107605144936042424e-02,2.667311395707014920e-01,5.233972597490076789e-02,1.358020947308398105e-03,-5.011008411844703695e-04,1.541691241860983696e-04,9.116949285154215404e-03,8.202826475465477621e-03,6.883169640032741829e-03,6.394634779072061589e-04,5.564098760224556010e-03
1.864978414012489344e-02,1.676919338303220486e-02,2.302490544699414138e-02,1.941569954445294607e-02,1.633702431788176118e-02,2.173518926326568554e-02,1.788157716291296703e-02,1.470645703614406261e-02,1.209148961286752276e-02,1.862444090291473509e-02,1.510327683839219996e-02,1.225127748382752110e-02,9.940570197554371434e-03,8.067854897335746678e-03,-1.662171713487161501e-02,4.810094541317328637e-03,9.575976731325142044e-02,2.264098609150555150e-02,1.559202189147079753e-01,3.729956828024978688e-02,5.460049304700217120e-03,6.137133599844279627e-03,6.130543877721082030e-03,4.568934757376855171e-02,6.948748829886383649e-02,9.697225157717095922e-02,3.849703248714181521e-03,5.029082704395395481e-02
5.663020060673059491e-02,5.311220444280868869e-02,1.472816261558431705e-01,1.235323001846908991e-01,1.024871041229992175e-01,2.948729186844748495e-01,2.369921811217534091e-01,1.895629245738856827e-01,1.510264953606519633e-01,5.367075155325460312e-01,4.213984506324550128e-01,3.299983071609499108e-01,2.578527899747442564e-01,2.011065480972586972e-01,-5.028514255353731116e-02,1.341049894734833679e-02,2.922899850569959934e-01,6.597970931670130157e-02,6.743539262263902323e-01,1.132604012134611898e-01,1.744246583996788506e-03,-1.071292252114334131e-03,5.717357796837170851e-04,2.982937382538656049e-02,4.444898578385989701e-02,6.017261722399501467e-02,8.947929417285663788e-04,3.050162024901299437e-02
9.831486630651274650e-03,8.866265814506991277e-03,2.860733367159189883e-02,2.277071626818565758e-02,1.813131240019055443e-02,6.495555576535441689e-02,4.932299095079482193e-02,3.754576607832443846e-02,2.865293308104730624e-02,1.342847449632469103e-01,9.961793308383230794e-02,7.404982159786140106e-02,5.516179259764405346e-02,4.118414832064266201e-02,-8.153607890307744410e-03,2.208682111483914121e-03,5.080426868722312528e-02,1.129269426293008291e-02,1.278038399161301186e-01,1.966297326130253542e-02,1.074264033662619341e-02,-4.879971416052742046e-03,2.060878872267662108e-03,3.109053357132587556e-02,1.714389679444421055e-02,-1.104258815092068816e-03,5.222820466548581432e-03,1.104917319440806324e-02
5.087144325640186038e-02,4.761494456384872398e-02,1.204777122195417327e-01,1.014004388973527571e-01,8.456698741652035611e-02,2.181617408527500857e-01,1.762965529597845804e-01,1.419240333954475408e-01,1.139103863158296981e-01,3.574474996820993233e-01,2.824117961654560860e-01,2.226857506564899336e-01,1.753212273448127578e-01,1.378720691915415464e-01,-4.624701568138625540e-02,1.225371201998618105e-02,2.623334557288882207e-01,5.969854068084823329e-02,5.724735985714501929e-01,1.017428865128037208e-01,6.385422986357551164e-03,-4.553210316497389304e-03,2.886401195082367171e-03,5.462244439401681834e-02,1.070671862317860018e-01,1.891176313456192359e-01,3.442917049445551152e-03,1.007425096529520059e-01
1.873924503399746963e-02,1.720311501401987353e-02,4.913988235275035255e-02,3.982959008063656492e-02,3.228835318050023162e-02,9.923931147968288735e-02,7.667504026316254717e-02,5.942259066433905335e-02,4.618967370968018321e-02,1.815463131406947206e-01,1.367801109152640415e-01,1.033544327194472201e-01,7.833103658122984869e-02,5.954685143202732150e-02,-1.666960375049932747e-02,4.372130942199983078e-03,9.672833902192898292e-02,2.176837161599625564e-02,2.263421023617944450e-01,3.747849006799494620e-02,1.147512580852243225e-02,-8.222959660044434210e-03,5.245834649118048809e-03,6.743841523787524883e-02,9.134077625989446558e-02,1.057651981283498077e-01,6.200540236199189592e-03,5.222145477272344127e-02
4.379716000173017321e-02,4.083376760576106629e-02,9.247658685430182324e-02,7.819385223197511392e-02,6.558479778243750391e-02,1.486640272917385264e-01,1.211449084237888746e-01,9.837192291931140531e-02,7.966019615455843805e-02,2.154525471158195149e-01,1.720418934621503748e-01,1.371041143537220508e-01,1.090953335306152627e-01,8.671172131363548419e-02,-3.996760737618310771e-02,1.074102102323896794e-02,2.256317193550958500e-01,5.180627227570725607e-02,4.621352706604262561e-01,8.759432000346034641e-02,1.033295166986414673e-02,-8.207562811072164136e-03,5.792884212951262407e-03,7.839743354569091160e-02,1.805300164911912697e-01,3.738158779723542158e-01,5.818538402790446665e-03,2.482912021481469556e-01
2.505114272005510428e-02,2.316524862575146740e-02,5.756239976522123380e-02,4.734372637143209606e-02,3.890935142289901616e-02,1.016891205827901296e-01,7.988607487887997016e-02,6.291845857117694951e-02,4.967696097527781601e-02,1.629069386367474059e-01,1.247989671047493310e-01,9.587674683949980181e-02,7.386738254994132391e-02,5.707290545511144175e-02,-2.315912282935123773e-02,6.036835460070672475e-03,1.291488829188439658e-01,2.943514696502908673e-02,2.786472054675760979e-01,5.010228544011021551e-02,5.877105175610993285e-03,-4.735905749985166308e-03,3.387212087744211758e-03,9.719759293001409284e-02,1.819414529355019017e-01,3.024500228252191558e-01,3.329945615946669490e-03,1.496048393631235762e-01
3.916396577695193532e-02,3.858602508743571441e-02,7.351971340625518270e-02,6.586976114085106582e-02,5.828074308468077225e-02,1.035734109103828432e-01,8.973800587061062095e-02,7.720156972329739187e-02,6.604931526566604205e-02,1.297308417254323110e-01,1.105386994709550430e-01,9.369918823794208540e-02,7.910282305945112724e-02,6.656686256918400990e-02,-2.886787778238802255e-02,1.027552022063493546e-02,2.015827302581078839e-01,4.706458545558928064e-02,3.785902603418318524e-01,7.832793155390385675e-02,1.191427592800319013e-02,-8.616600186942418443e-03,5.396842189208631187e-03,9.683617732453439486e-02,2.325118081133689396e-01,5.027167989481355903e-01,6.421684383537872021e-03,3.854523041909416747e-01
3.249648783038687483e-02,3.180523026153467270e-02,6.743125554117303244e-02,5.810430418951272047e-02,5.012187786526121902e-02,1.063797980497894202e-01,8.718718574135023158e-02,7.183713230823823848e-02,5.946393842755723358e-02,1.510994952068623054e-01,1.203725860920561719e-01,9.645642724351360942e-02,7.772021712539026184e-02,6.294672916232336990e-02,-2.247391408713943217e-02,8.397789172824261100e-03,1.673903067245110510e-01,3.878900088500050747e-02,3.334122444127720075e-01,6.499297566077373578e-02,1.870649666780646592e-04,-7.506495688544606495e-04,7.064408169791916740e-04,1.216637295080005982e-01,2.680299966478643658e-01,5.231866184633223726e-01,2.282002828206332497e-04,2.944347032136149234e-01
